node_id,i,j,k,lon,lat,level_hPa,T_K,p_Pa,u_ms,v_ms,omega_pas,Phi,q
802,9,13,1,-7.75,38.75,1000,-3.70847124661789e+82,100000.0,-43585.3601,3570.4599,0.0,1127.76,0.008764
802,9,13,2,-7.75,38.75,925,2.3160822412719654e+82,92500.0,-49801.7195,30010.5943,2.0,-1.5580473852654744e+83,0.00775178
802,9,13,3,-7.75,38.75,850,-1.3990573733139935e+82,85000.0,46562.4391,13851.1054,2.0,-4.451058997702262e+82,0.00593047
802,9,13,4,-7.75,38.75,700,2.7087051105552473e+81,70000.0,-22806.8611,17086.8344,2.0,-3.5890263268807334e+83,0.00348277
802,9,13,5,-7.75,38.75,500,-9.347990927479037e+81,50000.0,-19860.3613,-16828.696,-2.0,-6.795371393068321e+83,0.00015944
802,9,13,6,-7.75,38.75,300,-1.6654598133026105e+82,30000.0,27683.4674,2047.5545,0.0,-2.5860025295894752e+84,5.444e-05
863,9,14,1,-7.75,39.0,1000,-5.1013920905169524e+82,100000.0,-27602.0607,-2820.0174,0.0,1098.34,0.00864854
863,9,14,2,-7.75,39.0,925,2.5632028043202023e+82,92500.0,32868.4729,-44344.9747,-2.0,-2.84016834769907e+83,0.00759551
863,9,14,3,-7.75,39.0,850,-1.3302930066379303e+82,85000.0,11877.7647,57420.9948,-2.0,-1.3438550963805237e+83,0.00614298
863,9,14,4,-7.75,39.0,700,7.551977771064085e+81,70000.0,-62133.8119,-55309.7597,-2.0,-2.9464740420031415e+83,0.00364581
863,9,14,5,-7.75,39.0,500,-1.8798324337308644e+81,50000.0,14923.6239,9965.0044,2.0,-2.0719519205540614e+82,0.00021248
863,9,14,6,-7.75,39.0,300,-5.436405027455938e+81,30000.0,11676.4273,6384.9188,0.0,-5.571335460697957e+83,4.627e-05
924,9,15,1,-7.75,39.25,1000,-4.757646358508183e+82,100000.0,78383.4523,55434.8741,0.0,1078.73,0.00864854
924,9,15,2,-7.75,39.25,925,2.463082208241506e+82,92500.0,-34226.3192,-12554.1689,2.0,-2.567558104036242e+83,0.00764729
924,9,15,3,-7.75,39.25,850,-1.4205821911327435e+82,85000.0,7145.4962,13040.1425,2.0,-1.3023344899226247e+83,0.00658841
924,9,15,4,-7.75,39.25,700,4.3422743060114586e+81,70000.0,32150.2419,45187.502,2.0,-4.051011135390009e+83,0.00370165
924,9,15,5,-7.75,39.25,500,-2.707577529901155e+81,50000.0,6840.2543,10203.7261,2.0,-3.261558461213293e+83,0.00021248
924,9,15,6,-7.75,39.25,300,-9.420078167702584e+81,30000.0,-12256.9475,-31885.386,0.0,-1.2153348351422198e+84,4.129e-05
985,9,16,1,-7.75,39.5,1000,-3.880100525811156e+82,100000.0,60578.0781,107766.8259,0.0,1049.31,0.00911864
985,9,16,2,-7.75,39.5,925,1.911281913349279e+82,92500.0,46051.3444,-41194.1041,-2.0,-2.2030572486789596e+83,0.00807289
985,9,16,3,-7.75,39.5,850,-1.2129462445113484e+82,85000.0,11196.2606,8370.4009,-2.0,-1.3555265395265615e+83,0.00645186
985,9,16,4,-7.75,39.5,700,6.089897349505398e+81,70000.0,20144.5468,2123.6927,-2.0,-3.0385732678792387e+83,0.00364581
985,9,16,5,-7.75,39.5,500,-4.187209954251201e+81,50000.0,-44447.3357,-70747.6431,-2.0,-2.1196984806664687e+83,0.00015106
985,9,16,6,-7.75,39.5,300,-1.4184393162272499e+82,30000.0,-30397.9862,18178.4207,0.0,-1.5589443906463219e+84,3.586e-05
1046,9,17,1,-7.75,39.75,1000,-3.820022838094035e+82,100000.0,36134.2219,-1229.3927,0.0,1029.7,0.00923965
1046,9,17,2,-7.75,39.75,925,1.7410023709081656e+82,92500.0,-90706.572,-52198.0921,-2.0,-2.3263702818506524e+83,0.00801857
1046,9,17,3,-7.75,39.75,850,-6.8054322754478484e+81,85000.0,9847.6672,-661.0957,-2.0,-1.0393506866787248e+83,0.0066345
1046,9,17,4,-7.75,39.75,700,1.4098604202176176e+81,70000.0,25369.2812,12459.9817,-2.0,-2.542935698973839e+83,0.00387378
1046,9,17,5,-7.75,39.75,500,-5.002699197699451e+81,50000.0,-14418.6287,-2367.1901,-2.0,-4.278044143683617e+83,0.00056672
1046,9,17,6,-7.75,39.75,300,-1.5448531318394742e+82,30000.0,86565.3804,37301.5674,0.0,-1.9272536837046355e+84,4.129e-05
1107,9,18,1,-7.75,40.0,1000,-3.92712315622897e+82,100000.0,10035.8193,65229.3538,0.0,980.66,0.00948595
1107,9,18,2,-7.75,40.0,925,1.5706995245440544e+82,92500.0,14956.7652,-14905.7679,-2.0,-2.636777268298186e+83,0.00785753
1107,9,18,3,-7.75,40.0,850,-8.54149295976941e+81,85000.0,3477.5242,38350.0925,2.0,-1.7671405728514577e+83,0.00668087
1107,9,18,4,-7.75,40.0,700,1.8694407551824386e+81,70000.0,-42820.1498,20585.194,-2.0,-3.626442601484987e+83,0.00405301
1107,9,18,5,-7.75,40.0,500,-7.465732750157348e+81,50000.0,-34692.4362,-43332.628,-2.0,-6.329089199601591e+83,0.00035457
1107,9,18,6,-7.75,40.0,300,-1.7545347034466992e+82,30000.0,-15878.9464,58943.8545,0.0,-2.4666785446706706e+84,4.129e-05
1168,9,19,1,-7.75,40.25,1000,-4.03188368002964e+82,100000.0,41561.5407,-217.8416,0.0,941.44,0.00917897
1168,9,19,2,-7.75,40.25,925,2.4703621592193693e+82,92500.0,-11966.1508,-18900.4337,2.0,-1.7473023078990581e+83,0.0074929
1168,9,19,3,-7.75,40.25,850,-5.615309531494148e+81,85000.0,-9919.1547,-14792.6513,-2.0,5.693387258101226e+82,0.0064971
1168,9,19,4,-7.75,40.25,700,9.226911087024611e+81,70000.0,728.2666,-45134.2643,-2.0,1.5757844029283657e+83,0.00393272
1168,9,19,5,-7.75,40.25,500,4.6499819492124885e+81,50000.0,-7632.3256,17847.837,-2.0,8.277425023269575e+83,0.00030487
1168,9,19,6,-7.75,40.25,300,-1.3523450399003215e+82,30000.0,58193.7282,71104.474,0.0,1.771549607584196e+83,4.129e-05
1229,9,20,1,-7.75,40.5,1000,-4.322705534498564e+82,100000.0,-43726.4723,-21531.0356,0.0,912.02,0.00980201
1229,9,20,2,-7.75,40.5,925,1.8741214577741082e+82,92500.0,29015.0035,22484.0872,2.0,-2.7399024293469e+83,0.00739151
1229,9,20,3,-7.75,40.5,850,-1.4233567052400985e+82,85000.0,14259.9331,-59607.0741,2.0,-2.192834611642865e+83,0.0066345
1229,9,20,4,-7.75,40.5,700,-8.689019169595882e+81,70000.0,6821.2519,38283.0795,2.0,-8.58067597697045e+83,0.00393272
1229,9,20,5,-7.75,40.5,500,4.3140371068792445e+81,50000.0,9832.5336,-26733.1326,2.0,-1.0693508974112032e+84,0.00031428
1229,9,20,6,-7.75,40.5,300,-2.3449598443662357e+82,30000.0,-19521.4142,-11095.8443,0.0,-2.472337551060183e+84,3.923e-05
1290,9,21,1,-7.75,40.75,1000,-3.925608197606332e+82,100000.0,10579.3823,38625.5505,0.0,931.63,0.00980201
1290,9,21,2,-7.75,40.75,925,2.3523447196916266e+81,92500.0,-1058.357,-21638.9577,-2.0,-4.1294330189377825e+83,0.00812754
1290,9,21,3,-7.75,40.75,850,-3.2672121377698976e+81,85000.0,6043.5063,-23207.5635,-2.0,-4.24046532993438e+83,0.00658841
1290,9,21,4,-7.75,40.75,700,7.899774090113177e+80,70000.0,-1490.1907,35482.7023,-2.0,-4.93079679248135e+83,0.00370165
1290,9,21,5,-7.75,40.75,500,6.125985493013648e+81,50000.0,-15147.7293,-14949.4593,-2.0,-1.5908346127662773e+83,0.00047191
1290,9,21,6,-7.75,40.75,300,-1.8353769222807346e+82,30000.0,11656.7334,-19574.8155,0.0,-1.0556036664942241e+84,3.406e-05
1351,9,22,1,-7.75,41.0,1000,-2.9451782098591636e+82,100000.0,38560.546,-2492.9129,0.0,931.63,0.00980201
1351,9,22,2,-7.75,41.0,925,7.413825928904576e+81,92500.0,5534.2905,-44394.7828,2.0,-2.4659904563269355e+83,0.00812754
1351,9,22,3,-7.75,41.0,850,-2.1044408299479337e+82,85000.0,-6217.4055,26701.8716,2.0,-4.120257545664809e+83,0.00658841
1351,9,22,4,-7.75,41.0,700,-6.300342767121832e+81,70000.0,29735.3566,21439.8231,2.0,-1.1740424410614837e+84,0.00370165
1351,9,22,5,-7.75,41.0,500,7.675087654432332e+81,50000.0,44659.9281,-12326.4516,-2.0,-1.107651166333429e+84,0.00047191
1351,9,22,6,-7.75,41.0,300,-1.9360692440151543e+82,30000.0,-6066.0402,36376.5433,0.0,-1.964419737980506e+84,3.406e-05
1412,9,23,1,-7.75,41.25,1000,-4.465329081010912e+82,100000.0,74392.3023,35306.6629,0.0,872.79,0.00911864
1412,9,23,2,-7.75,41.25,925,2.1314810805204385e+82,92500.0,-17359.7292,11004.461,-2.0,-2.611515719249628e+83,0.00769937
1412,9,23,3,-7.75,41.25,850,-2.1102068900383977e+82,85000.0,11631.9568,-13694.072,-2.0,-2.5856964312618173e+83,0.00636223
1412,9,23,4,-7.75,41.25,700,4.2615117749220145e+81,70000.0,-2445.7866,-40217.289,-2.0,-7.278657617201548e+83,0.00370165
1412,9,23,5,-7.75,41.25,500,-3.6702662577561486e+81,50000.0,47247.1976,83199.7724,-2.0,-6.99312432353945e+83,0.00051986
1412,9,23,6,-7.75,41.25,300,-1.8504291666921318e+82,30000.0,-72743.9887,-48271.4701,0.0,-2.3251131220408836e+84,3.07e-05
1473,9,24,1,-7.75,41.5,1000,-5.8922319493292787e+82,100000.0,16485.6001,11491.1701,0.0,872.79,0.00911864
1473,9,24,2,-7.75,41.5,925,3.140861680942951e+82,92500.0,-23586.3437,-21214.0408,-2.0,-3.07871236852483e+83,0.00769937
1473,9,24,3,-7.75,41.5,850,-1.7726481797063335e+82,85000.0,4398.478,-85071.7498,2.0,-1.4181886251155897e+83,0.00636223
1473,9,24,4,-7.75,41.5,700,2.7791767535824546e+81,70000.0,39329.5446,29678.2223,2.0,-5.583556901287314e+83,0.00370165
1473,9,24,5,-7.75,41.5,500,2.38987622078608e+81,50000.0,19420.4506,35051.8266,2.0,-3.087239080629304e+83,0.00051986
1473,9,24,6,-7.75,41.5,300,-1.8049803895946297e+82,30000.0,-52972.4539,-23614.1368,0.0,-1.4568830416612332e+84,3.07e-05
1534,9,25,1,-7.75,41.75,1000,-5.11212044083059e+82,100000.0,-43921.7342,-126719.7588,0.0,804.15,0.00864854
1534,9,25,2,-7.75,41.75,925,1.786455524533188e+82,92500.0,38794.2077,-37639.1386,2.0,-3.721333267651728e+83,0.0070462
1534,9,25,3,-7.75,41.75,850,-1.9827694994044216e+82,85000.0,33804.5176,111082.5341,2.0,-3.9595884932741164e+83,0.00552496
1534,9,25,4,-7.75,41.75,700,-1.2170813548455263e+81,70000.0,-44496.9912,15289.8176,-2.0,-9.824140232052341e+83,0.00320067
1534,9,25,5,-7.75,41.75,500,2.8158227306073157e+80,50000.0,11761.0279,-25306.6945,-2.0,-1.027592570235967e+84,0.00067838
1534,9,25,6,-7.75,41.75,300,-2.1973109956156657e+82,30000.0,-26620.6844,-3035.6881,0.0,-2.617978308131286e+84,1.85e-05
1595,9,26,1,-7.75,42.0,1000,-4.450855944105706e+82,100000.0,55631.9315,49696.2771,0.0,804.15,0.00864854
1595,9,26,2,-7.75,42.0,925,2.031100315215884e+82,92500.0,44840.4239,91809.9653,2.0,-2.70764413974711e+83,0.0070462
1595,9,26,3,-7.75,42.0,850,-1.4294137697581789e+82,85000.0,-14464.3499,-109379.1843,2.0,-1.9774110336424095e+83,0.00552496
1595,9,26,4,-7.75,42.0,700,-5.012448335512645e+80,70000.0,-2119.5987,-23581.4481,-2.0,-6.100443035045597e+83,0.00320067
1595,9,26,5,-7.75,42.0,500,6.540882778388507e+81,50000.0,22084.6529,8182.6243,-2.0,-3.183689055780883e+83,0.00067838
1595,9,26,6,-7.75,42.0,300,-2.9663004712325056e+82,30000.0,-1176.3807,42385.2658,0.0,-2.0136433689929576e+84,1.85e-05
1656,9,27,1,-7.75,42.25,1000,-4.063930084822583e+82,100000.0,-22481.7986,-14642.0807,0.0,804.15,0.00864854
1656,9,27,2,-7.75,42.25,925,2.10556054844297e+82,92500.0,-9433.286,6433.8939,-2.0,-2.1913650020396189e+83,0.0070462
1656,9,27,3,-7.75,42.25,850,-3.164674987491842e+82,85000.0,7979.1597,68140.4301,-2.0,-3.4767526052453153e+83,0.00552496
1656,9,27,4,-7.75,42.25,700,7.763075714793174e+80,70000.0,55072.0531,-21474.7846,2.0,-1.2079424502827056e+84,0.00320067
1656,9,27,5,-7.75,42.25,500,2.6895522581483567e+81,50000.0,87667.1034,14403.9132,2.0,-1.0405638666329755e+84,0.00067838
1656,9,27,6,-7.75,42.25,300,-1.3949589551526951e+82,30000.0,27745.6829,4269.3214,0.0,-1.8661305570562679e+84,1.85e-05
1717,9,28,1,-7.75,42.5,1000,-5.535685608058448e+82,100000.0,58305.409,104479.7326,0.0,833.57,0.00917897
1717,9,28,2,-7.75,42.5,925,3.108147043741575e+82,92500.0,-41022.4347,-45359.9185,-2.0,-2.7163530437568726e+83,0.0070462
1717,9,28,3,-7.75,42.5,850,-1.3718236217076199e+82,85000.0,58823.5989,53847.4324,-2.0,-6.090750013175398e+82,0.00622986
1717,9,28,4,-7.75,42.5,700,1.7905326792995773e+81,70000.0,45509.6718,-15882.1455,-2.0,-3.93297036434854e+83,0.00345624
1717,9,28,5,-7.75,42.5,500,-1.581266035961092e+81,50000.0,1125.9094,46758.4666,-2.0,-3.831908128456295e+83,0.00054024
1717,9,28,6,-7.75,42.5,300,-1.7144095829312943e+82,30000.0,-90753.3768,-11316.7433,0.0,-1.756102342293531e+84,2.622e-05
1778,9,29,1,-7.75,42.75,1000,-4.364892126695513e+82,100000.0,-65743.6081,-56813.3899,0.0,843.37,0.00882225
1778,9,29,2,-7.75,42.75,925,2.4039782547745476e+82,92500.0,52585.2165,32762.3607,2.0,-2.1942120478883156e+83,0.00724172
1778,9,29,3,-7.75,42.75,850,-1.8337413886435112e+82,85000.0,-88524.6648,-25896.2805,2.0,-1.5021476480544862e+83,0.00636223
1778,9,29,4,-7.75,42.75,700,-5.28051712080638e+79,70000.0,18000.5691,16797.3782,2.0,-6.626953412821077e+83,0.00353638
1778,9,29,5,-7.75,42.75,500,3.0396013069611558e+81,50000.0,-36808.1684,-29638.4108,2.0,-5.18452431462369e+83,0.00062915
1778,9,29,6,-7.75,42.75,300,-1.6913826193130604e+82,30000.0,43300.6355,-18042.5065,0.0,-1.5356868884209542e+84,3.923e-05
1839,9,30,1,-7.75,43.0,1000,-4.4533667402277696e+82,100000.0,-41966.956,9571.7584,0.0,853.18,0.00859132
1839,9,30,2,-7.75,43.0,925,2.2839975870181026e+82,92500.0,75521.8656,-5034.4733,2.0,-2.427468131288624e+83,0.00729135
1839,9,30,3,-7.75,43.0,850,-1.7793941447039652e+82,85000.0,11882.0546,47864.8513,2.0,-1.8150593250523572e+83,0.00593047
1839,9,30,4,-7.75,43.0,700,8.242570070315068e+81,70000.0,-28914.8169,-27049.9607,-2.0,-4.4767417628437136e+83,0.00359072
1839,9,30,5,-7.75,43.0,500,-1.5869999389919192e+81,50000.0,4649.9691,-21772.0137,-2.0,-1.262532427430429e+83,0.00062915
1839,9,30,6,-7.75,43.0,300,-1.7418183768752666e+82,30000.0,-11021.5833,52512.5544,0.0,-1.5196808314523472e+84,3.319e-05
1900,9,31,1,-7.75,43.25,1000,-3.801258382539714e+82,100000.0,-13285.6375,34666.2711,0.0,872.79,0.00859132
1900,9,31,2,-7.75,43.25,925,1.9960006310818914e+82,92500.0,51906.3466,38144.7835,-2.0,-2.0200368636854531e+83,0.0067617
1900,9,31,3,-7.75,43.25,850,-1.472505624132686e+82,85000.0,30155.2782,-14592.9417,-2.0,-1.3847004283925164e+83,0.00525597
1900,9,31,4,-7.75,43.25,700,2.138554804246904e+81,70000.0,-32785.2095,-15704.5722,-2.0,-4.892183124537021e+83,0.00378684
1900,9,31,5,-7.75,43.25,500,2.994120387039455e+81,50000.0,49078.1975,13247.4542,-2.0,-2.413433417155149e+83,0.00098056
1900,9,31,6,-7.75,43.25,300,-1.609199857786428e+82,30000.0,2102.9585,29281.6262,0.0,-1.201657385784028e+84,4.076e-05
1961,9,32,1,-7.75,43.5,1000,-5.907088639893775e+82,100000.0,-27371.8875,-6067.2257,0.0,892.41,0.00825498
1961,9,32,2,-7.75,43.5,925,1.9581594371914815e+82,92500.0,-49832.022,-63146.4084,2.0,-4.4187499292557446e+83,0.00635406
1961,9,32,3,-7.75,43.5,850,-1.646800229712644e+82,85000.0,-20978.4519,28673.6276,2.0,-4.0408707778803184e+83,0.00518128
1961,9,32,4,-7.75,43.5,700,2.5091906821794926e+81,70000.0,-22065.8129,-52602.2137,2.0,-7.930775406495372e+83,0.00387378
1961,9,32,5,-7.75,43.5,500,5.0503498052251314e+81,50000.0,-3043.928,1006.6963,2.0,-4.280006933378836e+83,0.00085539
1961,9,32,6,-7.75,43.5,300,-1.3163552917013885e+82,30000.0,-10729.8194,-41463.6641,0.0,-1.0228468796529253e+84,7.308e-05
2022,9,33,1,-7.75,43.75,1000,-5.136060440014219e+82,100000.0,99319.4265,79290.9128,0.0,862.99,0.00836577
2022,9,33,2,-7.75,43.75,925,3.154251541610847e+82,92500.0,10423.2534,-7171.3211,-2.0,-2.2175930436093203e+83,0.00568296
2022,9,33,3,-7.75,43.75,850,-1.45716933743108e+82,85000.0,-56818.1923,22906.3925,-2.0,-1.579398593578946e+82,0.00518128
2022,9,33,4,-7.75,43.75,700,7.979114548548195e+80,70000.0,36596.5051,40366.7588,-2.0,-3.9962822283210703e+83,0.00370165
2022,9,33,5,-7.75,43.75,500,1.2723542075384955e+82,50000.0,5958.73,-44653.4447,2.0,2.533704130129855e+83,0.00079468
2022,9,33,6,-7.75,43.75,300,-2.0128248476677418e+82,30000.0,-18469.7137,23967.0896,0.0,-2.8953000534228503e+83,5.864e-05
2083,9,34,1,-7.75,44.0,1000,-5.4104879754531134e+82,100000.0,-56268.429,51778.0037,0.0,892.41,0.00820007
2083,9,34,2,-7.75,44.0,925,2.8807568418116936e+82,92500.0,-7858.5028,-13020.5942,2.0,-2.830703893137584e+83,0.0059684
2083,9,34,3,-7.75,44.0,850,-1.98045064984549e+82,85000.0,-61348.1611,-31123.817,-2.0,-1.7380529240110209e+83,0.00503474
2083,9,34,4,-7.75,44.0,700,-5.9830933664889605e+81,70000.0,124953.1872,24966.7053,-2.0,-8.924288174016528e+83,0.00315162
2083,9,34,5,-7.75,44.0,500,4.252017695140657e+81,50000.0,20391.9119,55206.6217,-2.0,-9.760285612758623e+83,0.00060005
2083,9,34,6,-7.75,44.0,300,-1.929837076837167e+82,30000.0,45041.2453,42003.3374,0.0,-2.0792014536882362e+84,8.145e-05
10,10,0,1,-7.5,35.5,1000,-2.9993329861186525e+82,100000.0,-15018.9047,18109.8997,0.0,1363.12,0.00798367
10,10,0,2,-7.5,35.5,925,2.0805238410671842e+82,92500.0,95621.7986,19288.404,2.0,-1.0281237359022328e+83,0.0074929
10,10,0,3,-7.5,35.5,850,-1.607138832760939e+82,85000.0,-56602.9922,20133.4757,2.0,-4.5360298650454144e+82,0.00572453
10,10,0,4,-7.5,35.5,700,1.2507746934599675e+82,70000.0,27780.0255,2405.9101,2.0,-1.4466835962141214e+83,0.00070028
10,10,0,5,-7.5,35.5,500,-1.1411917056001335e+81,50000.0,66466.1735,2035.9559,-2.0,4.0426264414937736e+83,0.00073789
10,10,0,6,-7.5,35.5,300,-1.6299081356749604e+82,30000.0,-10438.5388,-18604.2324,0.0,-8.74428370544624e+83,3.07e-05
71,10,1,1,-7.5,35.75,1000,-3.316998028691336e+82,100000.0,-6573.6995,22356.5005,0.0,1353.32,0.00777235
71,10,1,2,-7.5,35.75,925,1.979667984529916e+82,92500.0,-10760.4315,4936.3347,-2.0,-1.4964378277498727e+83,0.00754405
71,10,1,3,-7.5,35.75,850,-1.3202330481691918e+82,85000.0,-13228.1221,-37645.7478,-2.0,-6.961187488408756e+82,0.00518128
71,10,1,4,-7.5,35.75,700,7.120736199040172e+81,70000.0,39017.5101,-35250.364,-2.0,-2.3908777585630498e+83,0.00127127
71,10,1,5,-7.5,35.75,500,-5.720450933041236e+80,50000.0,-31651.0617,10115.7993,2.0,7.717159293514322e+82,0.00077294
71,10,1,6,-7.5,35.75,300,-1.6274403459894118e+82,30000.0,-11467.7996,-24546.5714,0.0,-1.1579812236215641e+84,3.68e-05
132,10,2,1,-7.5,36.0,1000,-3.586256912634268e+82,100000.0,-26612.5385,5917.4851,0.0,1343.51,0.00772031
132,10,2,2,-7.5,36.0,925,2.608157062876386e+82,92500.0,-29072.6115,-22716.5974,-2.0,-1.0944685052760942e+83,0.00769937
132,10,2,3,-7.5,36.0,850,-1.7459653193540496e+82,85000.0,31433.9789,42579.3545,-2.0,-4.807489770223186e+81,0.00373193
132,10,2,4,-7.5,36.0,700,1.124225365509745e+82,70000.0,4644.2447,43135.2309,-2.0,-1.7806787833110587e+83,0.00118736
132,10,2,5,-7.5,36.0,500,-5.667944444323492e+81,50000.0,-11305.2412,23285.8994,-2.0,9.113515537185288e+82,0.00078738
132,10,2,6,-7.5,36.0,300,-1.5096307882049851e+82,30000.0,44011.5936,-29569.8597,0.0,-1.4312643381252614e+84,3.495e-05
193,10,3,1,-7.5,36.25,1000,-3.351489173730763e+82,100000.0,43221.3208,-30794.9062,0.0,1323.9,0.00787738
193,10,3,2,-7.5,36.25,925,2.3802598715176315e+82,92500.0,-1060.0333,22546.399,2.0,-1.0867805397748285e+83,0.00764729
193,10,3,3,-7.5,36.25,850,-1.874639142066137e+82,85000.0,-37882.5231,-8034.1186,2.0,-4.731371093779906e+82,0.00375973
193,10,3,4,-7.5,36.25,700,1.3111654202926556e+82,70000.0,286.549,-7253.5901,2.0,-2.0433703777191126e+83,0.00108947
193,10,3,5,-7.5,36.25,500,-2.5335944562755303e+81,50000.0,-15215.6587,-30345.8558,2.0,3.065147407741572e+83,0.00074478
193,10,3,6,-7.5,36.25,300,-1.5210347552467027e+82,30000.0,12274.7549,8752.763,0.0,-9.944407620850184e+83,3.923e-05
254,10,4,1,-7.5,36.5,1000,-5.1830211373473965e+82,100000.0,-1858.6483,54862.9421,0.0,1314.09,0.00751519
254,10,4,2,-7.5,36.5,925,1.954751401899843e+82,92500.0,22509.2519,15335.3853,2.0,-3.6123505722426495e+83,0.00653245
254,10,4,3,-7.5,36.5,850,-1.6438936023325008e+82,85000.0,-6759.0578,-30187.9526,-2.0,-3.2350799514375023e+83,0.00206819
254,10,4,4,-7.5,36.5,700,1.1130515909728343e+82,70000.0,-7792.1498,-590.7967,-2.0,-4.714378371684246e+83,0.00093955
254,10,4,5,-7.5,36.5,500,-2.6438127940104513e+81,50000.0,-16520.3383,-20595.825,-2.0,-6.158503953892251e+82,0.00067838
254,10,4,6,-7.5,36.5,300,-1.4043098658369185e+82,30000.0,1378.94,3671.348,0.0,-1.2850408685199322e+84,4.455e-05
315,10,5,1,-7.5,36.75,1000,-4.771903985424232e+82,100000.0,96675.3922,42572.6138,0.0,1304.28,0.00782471
315,10,5,2,-7.5,36.75,925,3.4381766029866246e+82,92500.0,13435.0933,11204.779,-2.0,-1.4924065421987578e+83,0.00699806
315,10,5,3,-7.5,36.75,850,-1.5067779328604718e+82,85000.0,-3315.6946,-34888.0386,-2.0,8.516233528686705e+82,0.00378771
315,10,5,4,-7.5,36.75,700,9.433735514361764e+81,70000.0,-15447.2055,17772.1846,-2.0,-7.18416684592425e+82,0.00053192
315,10,5,5,-7.5,36.75,500,-3.3984261359035847e+80,50000.0,-11351.4147,-15732.4907,-2.0,3.673344634147837e+83,0.00060005
315,10,5,6,-7.5,36.75,300,-1.8498731331168437e+82,30000.0,31799.3927,22796.1808,0.0,-1.0138775822162332e+84,5.651e-05
376,10,6,1,-7.5,37.0,1000,-6.11940904793306e+82,100000.0,40962.8493,-27954.5586,0.0,1284.67,0.00772031
376,10,6,2,-7.5,37.0,925,3.252447045625781e+82,92500.0,-36205.6588,3290.5159,-2.0,-3.2080565375051773e+83,0.00709463
376,10,6,3,-7.5,37.0,850,-6.671449638584216e+81,85000.0,3302.078,-28918.0458,-2.0,-7.042086384753384e+81,0.00518128
376,10,6,4,-7.5,37.0,700,1.1703447524404356e+82,70000.0,-25431.3007,-4718.3268,-2.0,1.3318469227793238e+83,0.00019466
376,10,6,5,-7.5,37.0,500,-4.551553936079705e+78,50000.0,-40608.7098,-45780.1105,-2.0,6.981656015067028e+83,0.00052996
376,10,6,6,-7.5,37.0,300,-1.8965130494336996e+82,30000.0,41458.5388,52531.3433,0.0,-6.926590662041368e+83,8.048e-05
437,10,7,1,-7.5,37.25,1000,-5.572190247190139e+82,100000.0,56187.4396,68771.7366,0.0,1265.06,0.0087061
437,10,7,2,-7.5,37.25,925,3.99390443053836e+82,92500.0,21954.3519,735.8358,-2.0,-1.766061122570387e+83,0.00739151
437,10,7,3,-7.5,37.25,850,-1.3627932470366774e+82,85000.0,-25162.2694,-38611.6865,-2.0,1.4271704803960533e+83,0.00518128
437,10,7,4,-7.5,37.25,700,-8.707826837739668e+80,70000.0,7332.6081,34731.5911,-2.0,-2.6131891678903557e+83,0.0003087
437,10,7,5,-7.5,37.25,500,-2.7584200713086065e+81,50000.0,-11434.9269,-16969.7336,-2.0,-4.3658590587228297e+83,0.00050018
437,10,7,6,-7.5,37.25,300,-1.8050402245174272e+82,30000.0,17362.5717,34088.2718,0.0,-1.9622531948720435e+84,0.00010087
498,10,8,1,-7.5,37.5,1000,-4.3669433895285854e+82,100000.0,1416.5961,-61488.025,0.0,1255.25,0.00831021
498,10,8,2,-7.5,37.5,925,3.178686251815275e+82,92500.0,-31761.9509,-20178.467,-2.0,-1.3296290902392674e+83,0.00709463
498,10,8,3,-7.5,37.5,850,-1.202748951356697e+82,85000.0,-10325.6886,-43777.9172,-2.0,1.0684548344800203e+83,0.00482183
498,10,8,4,-7.5,37.5,700,4.570507141740889e+81,70000.0,-27641.4588,-7443.0496,-2.0,-1.0095838298291103e+83,0.00067536
498,10,8,5,-7.5,37.5,500,-1.3757664350794584e+80,50000.0,-20447.4764,-24194.1662,-2.0,1.1312345087233475e+83,0.00060577
498,10,8,6,-7.5,37.5,300,-2.2815892486076938e+82,30000.0,53483.1434,30661.3569,0.0,-1.5697856771629538e+84,0.00010207
559,10,9,1,-7.5,37.75,1000,-3.355930414819447e+82,100000.0,51708.5075,10810.4532,0.0,1235.64,0.00831021
559,10,9,2,-7.5,37.75,925,3.0775562088429696e+82,92500.0,-6702.1352,19004.6074,-2.0,-3.1149355681622176e+82,0.0071924
559,10,9,3,-7.5,37.75,850,-1.35804233476588e+82,85000.0,-29275.3485,7082.0203,-2.0,1.7753836830633324e+83,0.00499868
559,10,9,4,-7.5,37.75,700,7.030114294967546e+81,70000.0,19152.1872,-38169.3151,-2.0,-4.999215879121313e+81,0.00099021
559,10,9,5,-7.5,37.75,500,2.201262878836472e+81,50000.0,21675.7028,31360.0674,2.0,4.408165159861092e+83,0.00115236
559,10,9,6,-7.5,37.75,300,-2.122728606040299e+82,30000.0,29515.7074,41590.6036,0.0,-9.541389873281897e+83,0.00011473
620,10,10,1,-7.5,38.0,1000,-3.7290630412226245e+82,100000.0,-56841.9653,-55754.3309,0.0,1216.02,0.00831021
620,10,10,2,-7.5,38.0,925,2.5188317316254712e+82,92500.0,-41749.7196,-31430.2776,-2.0,-1.3542176218317652e+83,0.00653245
620,10,10,3,-7.5,38.0,850,-1.530949941810966e+82,85000.0,-20132.2336,18378.2109,-2.0,-1.5528107707031057e+82,0.00521851
